,Unnamed: 0,Title,O*NET-SOC Code,Weighted_Labelscore,Sum_Importance_Scores,Absolute_AGI_Importance_Score,Absolute_Non_AGI_Importance_Score,Augmentation_Score,A0,A1,A2,A3,A4,P,Augmentation Rank,Automation Score,Automation Rank,AII,AII Rank,Auto-AII Rank-Diff,Aug-AII Rank-Diff
299,767,Electrical and Electronic Equipment Assemblers,51-2022.00,27.9625,62.6,50.43,12.17,0.3132282150476172,1,5,1,6,1,2,475,0.4466853035143769,556,0.125,300,-256,-175
300,642,Agricultural Inspectors,45-2011.00,41.445,68.23,55.26,12.97,0.3079144780387243,1,0,0,13,0,2,485,0.6074307489374176,333,0.125,301,-32,-184
301,608,"Interviewers, Except Eligibility and Loan",43-4111.00,34.7025,64.98,52.7,12.28,0.3065346431854259,1,1,5,5,2,2,490,0.5340489381348107,439,0.125,302,-137,-188
302,616,Cargo and Freight Agents,43-5011.00,42.205,76.12,63.25,12.87,0.2809774800360854,1,2,7,8,3,3,524,0.5544534944823961,410,0.125,303,-107,-221
303,241,Food Science Technicians,19-4013.00,42.415,66.46,57.89,8.57,0.2246434153519605,0,0,3,9,2,2,601,0.6382034306349684,279,0.125,304,25,-297
304,872,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042.00,57.8825,95.87,83.73,12.14,0.2211894042348927,0,0,6,14,1,3,608,0.6037603004068008,338,0.125,305,-33,-303
305,162,Manufacturing Engineers,17-2112.03,62.64,88.39,77.3,11.09,0.21944958704328,0,0,2,12,7,3,610,0.7086774522004752,148,0.125,306,158,-304
306,463,Health Information Technologists and Medical Registrars,29-9021.00,11.0,16.0,14.0,2.0,0.21875,0,0,0,12,2,2,612,0.6875,190,0.125,307,117,-305
307,216,Materials Scientists,19-2032.00,39.775,63.1,55.44,7.66,0.2133159199419331,0,0,5,6,3,2,615,0.6303486529318542,300,0.125,308,8,-307
308,578,Travel Agents,41-3041.00,23.5875,35.56,31.26,4.3,0.2126003231598301,0,1,1,2,3,1,616,0.6633155230596176,230,0.125,309,79,-307
309,144,Geodetic Surveyors,17-1022.01,43.72,66.22,58.26,7.959999999999999,0.2115120871907623,0,0,3,8,3,2,618,0.6602234974327997,237,0.125,310,73,-308
310,470,Nursing Assistants,31-1131.00,29.34,140.8,71.79,69.01,0.4998050809497676,12,8,7,2,0,4,13,0.2083806818181818,845,0.1212121212121212,311,-534,298
311,110,Computer Network Architects,15-1241.00,83.205,118.71,103.61,15.1,0.2220414254289406,0,0,6,11,12,4,606,0.700909780136467,163,0.1212121212121212,312,149,-294
312,715,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,38.46,98.12,67.11,31.01,0.4323186007000922,5,5,4,6,2,3,305,0.3919690175295556,642,0.12,313,-329,8
313,832,Stationary Engineers and Boiler Operators,51-8021.00,42.45,101.21,69.65,31.56,0.4291817647899013,5,4,2,11,0,3,312,0.419424958008102,603,0.12,314,-289,2
314,826,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042.00,43.695,102.22,78.61,23.61,0.355248314267327,3,6,3,10,0,3,415,0.427460379573469,586,0.12,315,-271,-100
315,779,Food Batchmakers,51-3092.00,62.5725,111.99,93.98,18.009999999999998,0.2699110470148442,1,1,5,15,0,3,541,0.5587329225823734,403,0.12,316,-87,-225
316,167,Automotive Engineers,17-2141.02,65.3075,92.51,81.0,11.51,0.2178777974331009,0,0,0,17,5,3,613,0.7059507080315641,154,0.12,317,163,-296
317,390,Occupational Therapists,29-1122.00,26.51,70.53,40.42,30.11,0.4893158600729577,5,0,5,4,1,2,109,0.3758684247837799,663,0.1176470588235294,318,-345,209
318,841,"Grinding and Polishing Workers, Hand",51-9022.00,17.01,67.14,42.35,24.79,0.4657976179669476,4,8,1,1,1,2,204,0.2533512064343163,803,0.1176470588235294,319,-484,115
319,544,Motion Picture Projectionists,39-3021.00,30.9,68.06,52.82,15.24,0.3475597450832695,2,5,3,1,4,2,423,0.4540111666176903,545,0.1176470588235294,320,-225,-103
320,516,"Cooks, Institution and Cafeteria",35-2012.00,34.3875,74.16,60.21,13.95,0.3054452587425771,1,3,6,3,2,2,492,0.4636933656957929,534,0.1176470588235294,321,-213,-171
321,37,"Entertainment and Recreation Managers, Except Gambling",11-9072.00,38.9025,67.97,55.54,12.43,0.2988632121385455,1,2,3,5,4,2,502,0.5723480947476829,379,0.1176470588235294,322,-57,-180
322,343,Commercial and Industrial Designers,27-1021.00,38.64,59.99,49.12,10.87,0.2967291236876426,1,0,3,6,5,2,503,0.6441073512252042,269,0.1176470588235294,323,54,-180
323,2,General and Operations Managers,11-1021.00,41.025,62.83,52.03,10.8,0.2846908162558857,1,0,0,12,2,2,517,0.6529524112685023,253,0.1176470588235294,324,71,-193
324,105,Health Informatics Specialists,15-1211.01,42.0375,67.68,56.08,11.6,0.284037243822969,1,0,2,10,2,2,519,0.6211214539007092,313,0.1176470588235294,325,12,-194
325,262,Healthcare Social Workers,21-1022.00,38.6475,68.94,60.54,8.4,0.213997717014303,0,0,7,7,1,2,614,0.5605961705831158,394,0.1176470588235294,326,-68,-288
326,133,Operations Research Analysts,15-2031.00,56.9325,70.44,62.01,8.43,0.210707797277178,0,0,1,3,11,2,619,0.8082410562180579,27,0.1176470588235294,327,300,-292
327,809,Sewing Machine Operators,51-6031.00,42.41,105.03,68.04,36.99,0.4563015047481842,6,4,3,8,2,3,234,0.4037893935066171,627,0.1153846153846153,328,-299,94
328,887,Shuttle Drivers and Chauffeurs,53-3053.00,55.675,113.98,87.9,26.08,0.3529142157323832,3,3,5,11,1,3,418,0.4884628882260045,498,0.1153846153846153,329,-169,-89
329,845,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51.915,108.58,92.08,16.5,0.2577386656956879,1,5,8,8,1,3,556,0.4781267268373549,511,0.1153846153846153,330,-181,-226
330,160,Human Factors Engineers and Ergonomists,17-2112.01,70.6625,104.37,89.65,14.72,0.2422906932921895,1,0,3,12,7,3,582,0.6770384210022036,202,0.1153846153846153,331,129,-251
331,174,Photonics Engineers,17-2199.07,59.6625,86.12,75.03,11.09,0.2243822227984628,0,0,3,13,7,3,602,0.6927833255921969,177,0.1153846153846153,332,155,-270
332,511,School Bus Monitors,33-9094.00,4.5,18.0,10.0,8.0,0.4938271604938271,6,4,4,2,0,2,81,0.25,808,0.1111111111111111,333,-475,252
333,651,Logging Equipment Operators,45-4022.00,9.27,35.72,19.99,15.73,0.4928884166887162,3,2,2,1,0,1,87,0.259518477043673,794,0.1111111111111111,334,-460,247
334,431,Acupuncturists,29-1291.00,23.3275,79.82,49.65,30.17,0.4702200158324155,5,5,2,4,0,2,185,0.2922513154597845,761,0.1111111111111111,335,-426,150
335,327,"Substitute Teachers, Short-Term",25-3031.00,21.5875,76.11,49.91,26.2,0.4514767738007426,4,6,4,1,1,2,248,0.2836355275259493,769,0.1111111111111111,336,-433,88
336,401,Registered Nurses,29-1141.00,52.5,115.13,83.9,31.23,0.3953547230462078,4,2,6,12,0,3,362,0.4560062538000521,542,0.1111111111111111,337,-205,-25
337,803,"Tool Grinders, Filers, and Sharpeners",51-4194.00,25.355,75.09,54.88,20.21,0.3934107321757683,3,7,1,5,0,2,366,0.3376614728991876,705,0.1111111111111111,338,-367,-28
338,862,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,27.445,70.12,54.2,15.92,0.350984979217438,2,6,2,6,0,2,420,0.3914004563605248,643,0.1111111111111111,339,-304,-81
339,665,Construction Laborers,47-2061.00,11.0925,97.84,14.79,83.05,0.256628519437679,20,0,0,4,0,3,558,0.1133738757154537,894,0.1111111111111111,340,-554,-218
340,614,Receptionists and Information Clerks,43-4171.00,47.105,71.79,63.27,8.52,0.2091893248328939,0,2,4,3,7,2,621,0.6561498815991084,247,0.1111111111111111,341,94,-280
341,21,Hydroelectric Production Managers,11-3051.06,45.4025,71.42,63.31,8.11,0.2013184007171871,0,1,0,15,0,2,628,0.6357112853542426,286,0.1111111111111111,342,56,-286
342,610,Loan Interviewers and Clerks,43-4131.00,49.7625,78.29,69.43,8.86,0.200723534916354,0,2,0,12,2,2,629,0.6356175756801635,287,0.1111111111111111,343,56,-286
343,196,Animal Scientists,19-1011.00,24.3875,36.16,32.49,3.67,0.182384920265878,0,0,2,4,2,1,642,0.674433075221239,210,0.1111111111111111,344,134,-298
344,466,Surgical Assistants,29-9093.00,40.96,121.87,62.19,59.68,0.4997879082258315,11,0,5,9,0,3,15,0.3360958398293263,708,0.1071428571428571,345,-363,330
345,570,Cashiers,41-2011.00,65.765,121.83,100.27,21.56,0.2913005326194344,2,6,5,4,8,3,509,0.539809570713289,435,0.1071428571428571,346,-89,-163
346,179,Architectural and Civil Drafters,17-3011.00,57.935,96.14,80.47,15.67,0.2728505024548788,1,1,2,20,1,3,538,0.6026107759517371,343,0.1071428571428571,347,4,-191
347,476,Physical Therapist Aides,31-2022.00,15.1525,76.12,32.56,43.56,0.4895586220722376,9,4,2,1,1,2,105,0.1990606936416185,853,0.1052631578947368,348,-505,243
348,726,Aircraft Mechanics and Service Technicians,49-3011.00,57.5375,145.53,83.95,61.58,0.4881860014331474,12,2,2,18,0,4,117,0.3953652167937882,637,0.1052631578947368,349,-288,232
349,783,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,28.47,77.75999999999999,45.0,32.76,0.4876114540466392,6,1,3,7,0,2,120,0.3661265432098766,675,0.1052631578947368,350,-325,230
350,704,"Service Unit Operators, Oil and Gas",47-5013.00,32.175,76.07,45.35,30.72,0.4815059586600864,6,0,3,7,1,2,142,0.4229656894965163,594,0.1052631578947368,351,-243,209
351,922,"Tank Car, Truck, and Ship Loaders",53-7121.00,35.09,81.47,51.24,30.23,0.4667473181999189,5,1,2,8,1,2,200,0.430710691051921,581,0.1052631578947368,352,-229,152
352,778,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,36.8475,79.92,63.52,16.4,0.3261920579237896,2,4,3,7,1,2,454,0.4610548048048048,537,0.1052631578947368,353,-184,-101
353,465,Genetic Counselors,29-9092.00,47.1075,79.6,70.34,9.26,0.2055972071412336,0,0,5,12,0,2,623,0.5918027638190956,357,0.1052631578947368,354,-3,-269
354,139,Bioinformatics Technicians,15-2099.01,57.695,68.84,61.33,7.51,0.1943842951056456,0,0,0,4,13,2,637,0.838102847181871,14,0.1052631578947368,355,341,-282
355,811,Shoe Machine Operators and Tenders,51-6042.00,33.989999999999995,80.8,72.1,8.7,0.1921594696598372,0,8,3,6,0,2,640,0.4206683168316831,599,0.1052631578947368,356,-243,-284
356,134,Statisticians,15-2041.00,67.365,77.6,70.26,7.34,0.1712816186629819,0,0,1,1,15,2,657,0.8681056701030928,6,0.1052631578947368,357,351,-300
357,732,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,26.805,80.51,43.68,36.83,0.4963804757217762,7,2,3,5,1,2,58,0.3329400074524903,713,0.1,358,-355,300
358,912,Cleaners of Vehicles and Equipment,53-7061.00,20.695,73.34,40.46,32.88,0.4946589504828961,7,5,1,5,0,2,75,0.2821788928279247,770,0.1,359,-411,284
359,742,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,30.08,114.23,44.71,69.52,0.4764135174568705,16,2,2,4,3,3,164,0.2633283725816335,789,0.1,360,-429,196
360,695,Fence Erectors,47-4031.00,8.9475,80.75,24.42,56.33,0.4219202254406733,12,4,1,1,0,2,324,0.1108049535603715,896,0.1,361,-535,37
361,721,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,33.3675,78.17,57.61,20.56,0.3876776438201812,3,4,4,5,2,2,370,0.4268581297172828,588,0.1,362,-226,-8
362,28,"Farmers, Ranchers, and Other Agricultural Managers",11-9013.00,47.8725,87.18,65.43,21.75,0.3744832936956976,4,0,6,12,5,3,390,0.5491225051617343,421,0.1,363,-58,-27
363,190,Mechanical Engineering Technologists and Technicians,17-3027.00,59.8025,94.92,80.06,14.86,0.2640881606512655,1,0,6,15,5,3,547,0.6300305520438264,301,0.1,364,63,-183
364,637,"Office Clerks, General",43-9061.00,44.965,75.84,64.1,11.739999999999998,0.2616733373836104,1,1,7,3,6,2,552,0.5928929324894515,354,0.1,365,11,-187
365,23,"Transportation, Storage, and Distribution Managers",11-3071.00,70.4675,105.78,94.05,11.73,0.1971876368369931,0,0,2,23,2,3,634,0.6661703535640008,223,0.1,366,143,-268
366,600,Brokerage Clerks,43-4011.00,29.4025,39.85,35.54,4.31,0.1929159064182024,0,0,1,4,4,1,638,0.7378293601003764,93,0.1,367,274,-271
367,213,Physicists,19-2012.00,29.6075,39.43,35.43,4.0,0.1823087801578271,0,0,1,4,4,1,643,0.7508876489982248,73,0.1,368,295,-275
368,58,"Wholesale and Retail Buyers, Except Farm Products",13-1022.00,47.2725,71.74,64.52,7.220000000000001,0.1810251046724267,0,0,4,11,3,2,645,0.658942012824087,240,0.1,369,129,-276
369,154,"Electronics Engineers, Except Computer",17-2072.00,50.3975,66.78,60.12,6.66,0.1795685878480977,0,0,0,11,7,2,647,0.7546795447738844,70,0.1,370,300,-277
370,163,Marine Engineers and Naval Architects,17-2121.00,70.74,106.78,96.53,10.25,0.1735546820143791,0,0,6,17,4,3,653,0.6624836111631391,232,0.1,371,139,-282
371,847,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,67.07,127.86,102.78,25.08,0.3153528359818117,3,3,8,10,4,3,472,0.5245581104332864,452,0.0967741935483871,372,-80,-100
372,831,Hydroelectric Plant Technicians,51-8013.04,37.225,86.3,53.95,32.35,0.4686775362562081,6,1,2,9,1,2,191,0.4313441483198146,579,0.0952380952380952,373,-206,182
373,583,Demonstrators and Product Promoters,41-9011.00,29.2525,85.16,57.07,28.09,0.4420977472074228,5,5,6,0,3,2,279,0.3435004697040864,697,0.0952380952380952,374,-323,95
374,400,Veterinarians,29-1131.00,46.3475,87.68,61.55,26.13,0.4184045323655364,4,0,3,9,3,2,328,0.5285983120437956,446,0.0952380952380952,375,-71,47
375,391,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,33.8575,87.48,65.47,22.01,0.3765952434565225,3,3,10,2,1,2,384,0.3870313214449017,650,0.0952380952380952,376,-274,-8
376,161,Validation Engineers,17-2112.02,49.51,80.99,65.64,15.35,0.3072162261186846,2,0,3,11,3,2,488,0.6113100382763305,324,0.0952380952380952,377,53,-111
377,512,Retail Loss Prevention Specialists,33-9099.02,54.545,90.51,76.9,13.61,0.2555179008025099,1,0,4,13,1,2,560,0.602640592199757,342,0.0952380952380952,378,36,-182
378,16,Industrial Production Managers,11-3051.00,39.0625,56.07,48.26,7.81,0.2397768414084297,0,0,0,15,4,2,586,0.6966738006063848,169,0.0952380952380952,379,210,-207
379,265,Probation Officers and Correctional Treatment Specialists,21-1092.00,55.165,87.19,79.25,7.939999999999999,0.1655451316907188,0,1,2,16,0,2,666,0.6326987039798142,289,0.0952380952380952,380,91,-286
380,498,Intelligence Analysts,33-3021.06,56.432500000000005,81.35,74.05,7.3,0.1633664245301229,0,0,1,16,2,2,670,0.6937000614628152,176,0.0952380952380952,381,205,-289
381,42,Water Resource Specialists,11-9121.02,52.365,73.62,67.27,6.35,0.1576280570557666,0,0,2,13,4,2,681,0.7112876935615322,142,0.0952380952380952,382,240,-299
382,221,"Geoscientists, Except Hydrologists and Geographers",19-2042.00,72.3,116.15,99.12,17.03,0.2502462099697775,1,1,4,19,4,3,569,0.6224709427464485,310,0.09375,383,73,-186
383,724,Audiovisual Equipment Installers and Repairers,49-2097.00,7.890000000000001,43.52,19.71,23.81,0.4955622795131379,5,3,1,1,0,1,66,0.1812959558823529,863,0.0909090909090909,384,-479,318
384,473,Occupational Therapy Assistants,31-2011.00,33.7375,98.18,61.48,36.7,0.4681487447175174,6,3,5,6,0,2,194,0.3436290486860868,696,0.0909090909090909,385,-311,191
385,455,Licensed Practical and Licensed Vocational Nurses,29-2061.00,33.9375,92.07,58.81,33.26,0.4614951419241281,6,3,4,7,0,2,218,0.3686054089279896,671,0.0909090909090909,386,-285,168
386,541,Animal Caretakers,39-2021.00,37.785,89.85,62.03,27.82,0.427516360817773,5,3,4,6,2,2,317,0.4205342237061769,600,0.0909090909090909,387,-213,70
387,379,Chiropractors,29-1011.00,10.335,50.44,13.78,36.66,0.3971197789350622,7,0,0,3,0,1,360,0.2048969072164948,848,0.0909090909090909,388,-460,28
388,802,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,64.75750000000001,131.76,109.35,22.41,0.2823081832840635,3,6,5,16,0,3,521,0.4914807225258046,490,0.0909090909090909,389,-101,-132
389,773,Team Assemblers,51-2092.00,23.85,44.66,37.17,7.49,0.2791688367842295,1,1,3,4,1,1,528,0.5340349305866547,440,0.0909090909090909,390,-50,-138
390,409,Audiologists,29-1181.00,54.4925,93.82,80.6,13.22,0.2421060462163951,1,2,5,8,4,2,583,0.5808196546578555,373,0.0909090909090909,391,18,-192
391,628,Executive Secretaries and Executive Administrative Assistants,43-6011.00,55.645,84.91,73.25,11.66,0.2369291483520672,1,1,2,11,5,2,588,0.6553409492403721,250,0.0909090909090909,392,142,-196
392,639,Proofreaders and Copy Markers,43-9081.00,34.1975,45.99,41.57,4.42,0.1737422615814878,0,1,2,0,7,1,652,0.7435855620787128,86,0.0909090909090909,393,307,-259
393,249,Social Science Research Assistants,19-4061.00,55.745000000000005,86.4,78.26,8.14,0.1706737611454047,0,1,7,6,6,2,658,0.6451967592592592,265,0.0909090909090909,394,129,-264
394,394,Recreational Therapists,29-1125.00,26.4375,48.88,44.34,4.54,0.168507464085867,0,1,4,5,0,1,662,0.5408653846153846,431,0.0909090909090909,395,-36,-267
395,861,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,24.6925,43.57,39.61,3.96,0.1652551124929933,0,2,2,5,1,1,668,0.5667316961211842,389,0.0909090909090909,396,7,-272
396,770,Structural Metal Fabricators and Fitters,51-2041.00,23.28,89.01,44.18,44.83,0.4999733363797387,10,3,4,4,0,2,5,0.2615436467812605,790,0.0869565217391304,397,-393,392
397,545,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,28.64,88.13,57.69,30.44,0.4521969642728229,6,5,5,5,0,2,245,0.3249744695336435,723,0.0869565217391304,398,-325,153
398,807,Laundry and Dry-Cleaning Workers,51-6011.00,23.73,90.89,63.33,27.56,0.4225581573912895,5,11,2,3,0,2,323,0.2610848278138409,792,0.0869565217391304,399,-393,76
399,814,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,47.21,99.46,74.39,25.07,0.3770526335879544,4,2,4,11,0,2,383,0.4746631811783632,515,0.0869565217391304,400,-115,17
400,817,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,47.0925,95.11,75.2,19.91,0.3310295265858265,3,2,7,7,2,2,447,0.4951372095468405,482,0.0869565217391304,401,-81,-46
401,103,"Fraud Examiners, Investigators and Analysts",13-2099.04,64.66,96.86,80.5,16.36,0.2807503109511466,2,0,0,15,4,2,525,0.6675614288664051,217,0.0869565217391304,402,185,-123
402,256,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,46.485,100.23,86.61,13.62,0.2348441147467979,1,3,11,6,0,2,589,0.4637832984136485,533,0.0869565217391304,403,-130,-186
403,873,Recycling Coordinators,53-1042.01,60.27,84.17999999999999,76.65,7.529999999999999,0.1628993263087089,0,0,1,16,4,2,671,0.7159657875980043,129,0.0869565217391304,404,275,-267
404,396,Speech-Language Pathologists,29-1127.00,55.3125,99.73,91.3,8.43,0.1547664103688604,0,2,10,7,2,2,684,0.5546224806978842,409,0.0869565217391304,405,-4,-279
405,219,Environmental Restoration Planners,19-2041.02,59.82,89.39,82.79,6.6,0.1367646754604716,0,0,3,17,1,2,701,0.6692023716299362,215,0.0869565217391304,406,191,-295
406,122,Web Administrators,15-1299.01,104.585,136.44,123.3,13.14,0.1740624195041804,0,0,2,15,15,3,651,0.7665274113163295,56,0.0857142857142857,407,351,-244
407,447,Emergency Medical Technicians,29-2042.00,4.0,12.0,6.0,6.0,0.5,5,0,2,4,0,1,1,0.3333333333333333,711,0.0833333333333333,408,-303,407
408,387,Physician Assistants,29-1071.00,21.8875,54.57,31.39,23.18,0.488682554520492,4,1,0,6,0,1,116,0.4010903426791277,630,0.0833333333333333,409,-221,293
409,755,Wind Turbine Service Technicians,49-9081.00,11.1975,49.93,20.48,29.45,0.4838626670970442,6,0,4,1,0,1,136,0.2242639695573803,834,0.0833333333333333,410,-424,274
410,864,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,26.28,86.13,51.34,34.79,0.4815389199219575,8,5,4,5,0,2,141,0.3051201671891327,746,0.0833333333333333,411,-335,270
411,486,Endoscopy Technicians,31-9099.02,14.0975,54.81,21.85,32.96,0.4794563069229786,6,1,1,2,1,1,149,0.2572067141032658,799,0.0833333333333333,412,-387,263
412,467,Midwives,29-9099.01,58.8675,151.43,100.61,50.82,0.4459456795185116,9,5,8,9,2,3,266,0.3887439741134517,649,0.0833333333333333,413,-236,147
413,769,Engine and Other Machine Assemblers,51-2031.00,24.935,50.75,34.62,16.13,0.4336300128612682,3,1,1,4,2,1,300,0.4913300492610837,491,0.0833333333333333,414,-77,114
414,414,Family Medicine Physicians,29-1215.00,32.305,54.1,44.12,9.98,0.3008856741640215,1,0,1,9,0,1,499,0.5971349353049907,349,0.0833333333333333,415,66,-84
415,140,"Architects, Except Landscape and Naval",17-1011.00,59.29,89.61,81.39,8.219999999999999,0.1666325755542177,0,1,2,17,2,2,664,0.6616449057024886,234,0.0833333333333333,416,182,-248
416,588,Telemarketers,41-9041.00,38.7675,51.93,47.27,4.66,0.1633672014523988,0,0,0,8,3,1,669,0.7465337954939341,84,0.0833333333333333,417,333,-252
417,57,"Buyers and Purchasing Agents, Farm Products",13-1021.00,28.8775,44.25,40.34,3.91,0.1611076255226786,0,0,3,7,1,1,675,0.6525988700564971,254,0.0833333333333333,418,164,-257
418,215,Chemists,19-2031.00,30.595,46.26,42.19,4.07,0.1604806495140439,0,0,1,10,0,1,676,0.6613705144833549,235,0.0833333333333333,419,184,-257
419,204,Geneticists,19-1029.03,63.705000000000005,89.79,82.13,7.66,0.1560646867539029,0,0,4,13,5,2,683,0.7094888072168393,145,0.0833333333333333,420,275,-263
420,244,"Environmental Science and Protection Technicians, Including Health",19-4042.00,57.155,87.42999999999999,76.13,11.3,0.2250833198707134,1,0,3,16,3,2,599,0.6537229783827062,252,0.08,421,169,-178
421,222,Hydrologists,19-2043.00,56.94,88.4,76.98,11.42,0.2249932433815851,1,0,5,13,4,2,600,0.6441176470588235,268,0.08,422,154,-178
422,587,Sales Engineers,41-9031.00,64.55,95.61,87.07,8.54,0.1626858476294563,0,0,7,10,6,2,672,0.6751385838301432,208,0.08,423,215,-249
423,227,Industrial-Organizational Psychologists,19-3032.00,65.855,97.65,89.27,8.379999999999999,0.1569043751928645,0,0,5,14,4,2,682,0.6743983614951357,211,0.08,424,213,-258
424,910,Hoist and Winch Operators,53-7041.00,15.36,54.63,28.95,25.68,0.498208556528704,5,2,2,3,0,1,40,0.2811641954969797,772,0.0769230769230769,425,-347,385
425,810,Shoe and Leather Workers and Repairers,51-6041.00,28.6775,111.39,46.28,65.11,0.4857117764494609,13,2,5,1,3,2,130,0.2574512972439177,798,0.0769230769230769,426,-372,296
426,534,Landscaping and Groundskeeping Workers,37-3011.00,17.845,92.0,31.57,60.43,0.4507975189035917,15,2,3,3,1,2,250,0.1939673913043478,857,0.0769230769230769,427,-430,177
427,439,Medical and Clinical Laboratory Technicians,29-2012.00,29.0025,58.97,40.21,18.76,0.4338450505654858,3,0,1,8,0,1,299,0.4918178734949975,489,0.0769230769230769,428,-61,129
428,527,Dishwashers,35-9021.00,18.6475,50.35,35.56,14.79,0.4149167545158074,3,6,0,0,3,1,334,0.3703574975173783,669,0.0769230769230769,429,-240,95
429,915,Machine Feeders and Offbearers,53-7063.00,30.56,52.98,44.89,8.09,0.2587642138225769,1,3,0,5,3,1,555,0.5768214420536051,377,0.0769230769230769,430,53,-125
430,734,Motorboat Mechanics and Service Technicians,49-3051.00,4.8525,51.22,7.58,43.64,0.252176605774205,10,0,1,1,0,1,565,0.0947383834439672,905,0.0769230769230769,431,-474,-134
431,462,Patient Representatives,29-2099.08,29.99,50.15,45.48,4.67,0.1688983696964936,0,0,5,6,1,1,661,0.5980059820538386,348,0.0769230769230769,432,84,-229
432,82,Market Research Analysts and Marketing Specialists,13-1161.00,44.5225,51.83,47.47,4.36,0.1540895897774112,0,0,0,3,9,1,685,0.8590102257379896,8,0.0769230769230769,433,425,-252
433,70,Human Resources Specialists,13-1071.00,65.2675,105.76,97.57,8.19,0.1428852233870652,0,2,4,18,0,2,691,0.6171284039334342,319,0.0769230769230769,434,115,-257
434,754,"Maintenance and Repair Workers, General",49-9071.00,27.42,98.22,51.0,47.22,0.4992594510944788,11,4,5,4,1,2,29,0.2791692119731216,777,0.074074074074074,435,-342,406
435,522,Fast Food and Counter Workers,35-3023.00,44.495,109.69,89.5,20.19,0.300369116385571,3,11,3,6,2,2,500,0.4056431762239037,624,0.074074074074074,436,-188,-64
436,921,Refuse and Recyclable Material Collectors,53-7081.00,20.0975,55.65,31.85,23.8,0.4895375974051659,5,3,0,3,2,1,106,0.361141060197664,680,0.0714285714285714,437,-243,331
437,868,"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,20.2775,58.7,33.93,24.77,0.487824557635771,5,1,3,4,0,1,119,0.345442930153322,692,0.0714285714285714,438,-254,319
438,483,Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,38.5625,117.75,72.74,45.01,0.4722701249994366,9,6,5,4,2,2,178,0.3274946921443736,721,0.0714285714285714,439,-282,261
439,736,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,14.0375,60.64,21.43,39.21,0.4570151780306458,8,0,3,1,1,1,231,0.2314891160949868,824,0.0714285714285714,440,-384,209
440,201,Zoologists and Wildlife Biologists,19-1023.00,25.255,49.36,35.96,13.4,0.3955525376357078,3,1,2,5,2,1,361,0.5116491085899514,465,0.0714285714285714,441,-24,80
441,801,"Layout Workers, Metal and Plastic",51-4192.00,28.805,57.32,44.64,12.68,0.3445569954355734,2,2,3,4,2,1,428,0.5025296580600139,470,0.0714285714285714,442,-28,14
442,525,"Food Servers, Nonrestaurant",35-3041.00,28.43,63.09,49.83,13.26,0.3320040274869428,2,4,2,3,2,1,444,0.4506260897131082,549,0.0714285714285714,443,-106,-1
443,146,Agricultural Engineers,17-2021.00,34.1425,50.57,43.19,7.38,0.2492778293442494,1,0,0,10,2,1,573,0.675153252916749,207,0.0714285714285714,444,237,-129
444,158,Fire-Prevention and Protection Engineers,17-2111.02,38.435,53.05,48.81,4.24,0.1470733156794623,0,0,0,11,2,1,688,0.7245051837888784,118,0.0714285714285714,445,327,-243
445,594,Billing and Posting Clerks,43-3021.00,71.9975,101.15,93.24,7.91,0.1441706876114987,0,3,4,7,12,2,689,0.7117894216510133,137,0.0714285714285714,446,309,-243
446,211,"Medical Scientists, Except Epidemiologists",19-1042.00,39.5525,57.64,53.15,4.49,0.1436586104086672,0,1,0,10,2,1,690,0.6861988202637058,193,0.0714285714285714,447,254,-243
447,19,Biofuels Production Managers,11-3051.03,39.2625,56.8,52.58,4.22,0.1375518250347152,0,0,1,11,1,1,699,0.6912411971830986,179,0.0714285714285714,448,269,-251
448,224,Economists,19-3011.00,43.2,53.26,50.43,2.83,0.1006243470239096,0,0,2,4,7,1,741,0.811115283514833,24,0.0714285714285714,449,425,-292
